L,D,C,PC,time,OPT,node_count,obj_bound,root_time,root_bestobj,root_bestbound,root_gap,Siter,Scuts,time_subtour,Sroot_iter,Srootfrac_cuts,time_sub_root,LP_time,LP_obj
345.99,32.91,2,0.5,1647.18,2687.5,910,2687.5,372.066,2658,2698.5,0.015237,935,14189,0.141577,4,266,0.096867,198.587,2726
345.99,32.91,2,0.75,2390.72,2936.75,1160,2937,367.188,2819.5,2942.5,0.0436248,1177,16591,0.185814,2,180,0.053101,192.149,2956
345.99,65.82,2,0.5,>3600,(0.023128),906,2698.5,323.878,181,2700.5,13.9199,1030,26463,0.14599,1,19,0.022765,168.85,2726
345.99,65.82,2,0.75,2042.01,2936.75,1861,2936.75,262.794,1027,2944.25,1.86685,1642,18290,0.256132,2,40,0.046171,180.084,2956
345.99,16.46,4,0.5,2163.15,2684.5,1200,2684.5,301.028,1156,2703,1.33824,1125,12676,0.166184,0,0,0,166.295,2717.5
345.99,16.46,4,0.75,913.731,2935.25,248,2935.25,425.559,2935.5,2940.25,0.00161812,347,6031,0.050817,6,365,0.165384,195.228,2951.75
345.99,32.91,4,0.5,1494.96,2687.5,1095,2687.5,450.125,2681.5,2696.5,0.00559388,1015,12786,0.156881,3,229,0.080991,198.457,2726
345.99,32.91,4,0.75,2976.75,2936.75,2289,2936.75,360.901,2931.25,2943.75,0.00426439,1961,27382,0.307799,3,81,0.080862,193.976,2956
345.99,65.82,4,0.5,869.297,2687.5,272,2687.5,320.476,1084.5,2695,1.48502,340,7403,0.051845,4,146,0.095193,169.288,2726
345.99,65.82,4,0.75,2618.91,2936.75,1909,2936.75,263.78,2940,2946.75,0.00229592,1851,21334,0.280576,2,41,0.048796,184.707,2956
345.99,16.46,10,0.5,845.935,2684.5,553,2684.5,536.012,2658.5,2692.5,0.0127892,616,9322,0.094565,20,639,0.64762,183.414,2717.5
345.99,16.46,10,0.75,880.051,2935.25,912,2935.25,346.871,2934.75,2942,0.0024704,836,8404,0.123334,3,80,0.081021,174.845,2951.75
345.99,32.91,10,0.5,2201.82,2687.5,1014,2687.5,367.57,2686.5,2697,0.00390843,992,18019,0.149053,1,36,0.028631,179.355,2726
345.99,32.91,10,0.75,1049.1,2936.75,1228,2936.75,335.369,227.5,2943.75,11.9396,1036,12974,0.164278,3,113,0.091538,181.233,2956
345.99,65.82,10,0.5,1806.96,2687.5,920,2687.5,281.678,2696,2702,0.00222552,986,16447,0.150766,0,0,0,175.326,2726
345.99,65.82,10,0.75,1383.44,2936.75,1142,2937,324.642,2938.5,2942,0.00119108,1085,13546,0.167403,4,354,0.100834,181.43,2956
518.98,16.46,1,0.5,759.176,3031.5,720,3031.5,177.914,1533.5,3037,0.980437,774,13354,0.141901,0,0,0,127.436,3071.5
518.98,16.46,1,0.75,1035.24,3108.75,694,3109,199.883,86.75,3112.25,34.8761,748,17490,0.146293,0,0,0,129.819,3128.5
518.98,32.91,1,0.5,1472.23,3031.5,635,3031.5,167.349,96.5,3040,30.5026,673,21969,0.124209,0,0,0,140.807,3071.5
518.98,32.91,1,0.75,929.661,3108.75,585,3109,187.973,1560.75,3111.75,0.993753,656,16110,0.120258,0,0,0,144.242,3128.75
518.98,65.82,1,0.5,1116.35,3031.5,847,3031.5,141.066,122.5,3039.5,23.8122,886,20360,0.167718,0,0,0,115.495,3071.5
518.98,65.82,1,0.75,977.14,3108.75,619,3109,149.549,183.75,3111.75,15.9347,688,17800,0.127031,0,0,0,110.518,3128.75
518.98,16.46,2,0.5,1314.54,3031.5,862,3031.5,176.03,1480,3037,1.05203,935,24204,0.17891,0,0,0,135.012,3071.5
518.98,16.46,2,0.75,852.888,3108.75,732,3108.75,218.69,3110.25,3111.5,0.000401897,775,14598,0.151175,1,88,0.03405,129.89,3128.5
518.98,32.91,2,0.5,958.458,3031.5,493,3031.5,231.414,197.5,3037,14.3772,562,15699,0.103233,0,0,0,152.348,3071.5
518.98,32.91,2,0.75,630.157,3108.75,999,3108.75,240.997,1487.5,3111.5,1.09176,944,13674,0.185911,1,89,0.03777,146.5,3128.5
518.98,65.82,2,0.5,1059.28,3031.5,686,3031.5,148.895,306.5,3037,8.90865,766,18883,0.143661,0,0,0,116.985,3071.5
518.98,65.82,2,0.75,1153.73,3108.75,586,3109,164.789,2228.25,3112,0.396612,664,16215,0.124824,2,224,0.062178,114.328,3128.75
518.98,16.46,4,0.5,1144.15,3031.5,729,3031.5,209.635,2141.5,3035.5,0.417464,829,19970,0.163035,0,0,0,133.807,3071.5
518.98,16.46,4,0.75,1308.28,3108.75,745,3109,194.881,440,3111.5,6.07159,796,16104,0.146945,0,0,0,128.201,3128.5
518.98,32.91,4,0.5,1233.82,3031.5,684,3031.5,199.531,132,3037,22.0076,734,18050,0.14491,0,0,0,147.982,3071.5
518.98,32.91,4,0.75,1130.54,3108.75,562,3109,225.981,536,3111.75,4.8055,647,18799,0.124783,1,32,0.034986,153.277,3128.5
518.98,65.82,4,0.5,1177.6,3031.5,743,3031.5,158.643,2161.5,3037,0.405043,829,19895,0.160441,0,0,0,114.905,3071.5
518.98,65.82,4,0.75,1052.87,3108.75,859,3109,142.849,1044.25,3112,1.98013,936,16469,0.171527,0,0,0,113.42,3128.75
518.98,16.46,10,0.5,878.949,3031.5,701,3031.5,184.969,3034,3036.5,0.000823995,744,13634,0.145598,1,5,0.028732,130.337,3071.5
518.98,16.46,10,0.75,1405.8,3108.75,838,3108.75,167.007,162,3111.75,18.2083,866,19397,0.158756,0,0,0,130.266,3128.5
518.98,32.91,10,0.5,1346.71,3031.5,728,3031.5,206.263,105.5,3037.5,27.7915,806,18845,0.158808,0,0,0,143.817,3071.5
518.98,32.91,10,0.75,783.59,3108.75,450,3109,201.092,3110.25,3112.25,0.000643035,528,15125,0.098348,2,171,0.06649,147.562,3128.5
518.98,65.82,10,0.5,654.383,3031.5,461,3031.5,178.527,1958,3037,0.551073,548,12060,0.103572,0,0,0,118.781,3071.5
518.98,65.82,10,0.75,912.118,3108.75,728,3109,153.96,1791.25,3111.75,0.737195,792,15258,0.155956,0,0,0,116.128,3128.75
